#Source_name;Variability_index;ASSOC1;ASSOC2;ASSOC_TEV;CLASS1;Flags
3FGL J0744.1-2523;61.3416;;;;;0
3FGL J0744.3+1715;31.5213;;;;;256
3FGL J0744.3+7434;67.5656;MS 0737.9+7441;;;bll;0
3FGL J0744.8-4028;39.4831;PMN J0744-4032;;;bcu;4
3FGL J0746.4+2540;89.7455;B2 0743+25;;;fsrq;0
3FGL J0746.4-0225;59.8091;;;;;0
3FGL J0746.6-0706;52.783;PMN J0746-0709;;;bcu;16
3FGL J0746.6-4756;72.0114;PMN J0746-4755;;;bcu;0
3FGL J0746.9+8511;37.2305;NVSS J074715+851208;;;bcu;0
3FGL J0747.2-3311;194.008;PKS 0745-330;;;bcu;0
3FGL J0747.4-0734;34.8226;;;;;0
3FGL J0747.4+0904;34.316;RX J0747.3+0905;;;bll;0
3FGL J0747.5-4927;39.6524;;;;;0
3FGL J0748.0-1639;67.6564;TXS 0745-165;;;bcu;1
3FGL J0748.3+2401;126.413;S3 0745+24;;;fsrq;0
3FGL J0748.5+7910;64.0739;JVAS J0750+7909;;;bcu;0
3FGL J0748.7-5116;42.1207;;;;;1
3FGL J0748.8-2208;39.6635;;;;;8
3FGL J0748.8+4929;40.8483;NVSS J074837+493040;;;bcu;0
3FGL J0749.0+4459;75.4891;;;;;0
3FGL J0749.4+1059;63.4055;TXS 0746+110;;;bcu;0
3FGL J0749.5+1320;46.5726;;;;;0
3FGL J0750.6+1232;125.744;OI 280;;;fsrq;0
3FGL J0751.2+1806;54.1699;PSR J0751+1807;;;PSR;0
3FGL J0751.7-2944;52.258;;;;;5
3FGL J0752.6-1629;42.0795;;;;;1
3FGL J0753.1+5353;71.5669;4C +54.15;;;bll;0
3FGL J0754.4-1148;45.7814;TXS 0752-116;;;bll;0
3FGL J0754.8+4824;56.4082;GB1 0751+485;;;bll;0
3FGL J0755.2-2633;56.8226;;;;;260
3FGL J0756.3-6433;44.5934;SUMSS J075625-643031;;;bcu;0
3FGL J0757.0+0956;119.579;PKS 0754+100;;;bll;0
3FGL J0757.5-0536;34.7783;;;;;0
3FGL J0758.1+1130;44.0357;TXS 0755+117;;;fsrq;0
3FGL J0758.6-1451;38.6277;;;;;0
3FGL J0758.7+3747;48.5713;NGC 2484;;;rdg;0
3FGL J0758.9+2705;35.3619;SDSS J075846.99+270515.5;;;bll;0
3FGL J0800.6-4806;50.6643;;;;;9
3FGL J0800.9+4401;55.3169;B3 0757+441;;;bll;0
3FGL J0802.0+1005;43.0549;NVSS J080204+100639;;;bll;0
3FGL J0802.3-5610;44.3622;;;;;0
3FGL J0802.3-0941;35.8834;;;;;0
3FGL J0803.3-0339;69.5301;TXS 0800-034;;;bcu;0
3FGL J0804.0-3629;58.024;NVSS J080405-362919;;;bcu;4
3FGL J0804.4+0418;60.1288;MG1 J080357+0420;;;bcu;0
3FGL J0805.0-0622;56.8098;1RXS J080458.3-062432;;;bcu;0
3FGL J0805.2-0112;123.029;PKS B0802-010;;;fsrq;0
3FGL J0805.4+7534;95.445;RX J0805.4+7534;;;bll;0
3FGL J0805.4+6144;344.778;TXS 0800+618;;;fsrq;0
3FGL J0806.6+5933;43.38;SBS 0802+596;;;bll;0
3FGL J0807.1-0541;94.5556;PKS 0804-05;;;bll;0
3FGL J0807.1+7744;85.4912;NVSS J080637+774607;;;bcu;0
3FGL J0807.9+4946;59.1253;OJ 508;;;fsrq;0
3FGL J0808.2-0751;2137.51;PKS 0805-07;;;fsrq;0
3FGL J0809.5+4045;67.2058;S4 0805+41;;;fsrq;0
3FGL J0809.5+5342;88.6743;87GB 080551.6+535010;;;fsrq;0
3FGL J0809.6+3456;47.0928;B2 0806+35;;;bll;0
3FGL J0809.8+5218;485.152;1ES 0806+524;;1ES 0806+524;bll;0
3FGL J0810.5-5214;50.4131;;;;;1
3FGL J0811.2-7529;45.007;PMN J0810-7530;;;bll;0
3FGL J0811.3+0146;204.515;OJ 014;;;bll;0
3FGL J0812.0+0237;51.313;PMN J0811+0237;;;bll;0
3FGL J0812.9+5555;35.4586;NVSS J081251+555422;;;bll;0
3FGL J0813.3+6509;39.0698;GB6 J0812+6508;;;bcu;0
3FGL J0813.5-0356;32.1268;;;;;0
3FGL J0814.1-1012;75.4494;NVSS J081411-101208;;;bll;0
3FGL J0814.5+2943;39.0013;EXO 0811.2+2949;;;bll;0
3FGL J0814.7+6428;147.644;GB6 J0814+6431;;;bll;0
3FGL J0816.1-5044;43.8125;;;;;0
3FGL J0816.4-1311;87.2219;PMN J0816-1311;;;bll;0
3FGL J0816.5+2049;40.5448;SDSS J081649.78+205106.4;;;bll;0
3FGL J0816.7-2421;90.5739;PMN J0816-2421;;;bcu;4
3FGL J0816.7+5739;78.0015;SBS 0812+578;;;bll;0
3FGL J0817.8-0935;51.5995;TXS 0815-094;;;bll;0
3FGL J0818.0+3237;56.4262;;;;;0
3FGL J0818.2+4223;221.722;S4 0814+42;;;bll;0
3FGL J0818.8+2751;24.747;5C 07.119;;;bll;0
3FGL J0820.4+3640;45.5881;MG2 J082018+3640;;;bll;0
3FGL J0820.9-1258;45.283;PKS 0818-128;;;bll;0
3FGL J0822.6-4250e;61.699;Puppis A;;;SNR;0
3FGL J0822.9+4041;82.7072;B3 0819+408;;;fsrq;0
3FGL J0823.3-4205c;50.0772;;;;;32
3FGL J0823.6-4838;89.8759;;;;;0
3FGL J0824.1+2434;70.5372;B2 0821+24;;;fsrq;0
3FGL J0824.9+5551;223.429;OJ 535;;;fsrq;0
3FGL J0824.9+3916;77.7923;4C +39.23;;;fsrq;0
3FGL J0825.4-0213;23.331;PMN J0825-0204;;;bcu;0
3FGL J0825.8-3217;214.915;PKS 0823-321;;;bcu;4
3FGL J0825.9-2230;121.623;PKS 0823-223;;;bll;0
3FGL J0826.0+0307;63.8439;PKS 0823+033;;;bll;0
3FGL J0826.3-5056;50.5325;;;;;0
3FGL J0826.3-6400;35.3519;;;;;0
3FGL J0827.2-0711;39.5314;PMN J0827-0708;;;bcu;0
3FGL J0828.5+5217;33.447;TXS 0824+524;;;fsrq;0
3FGL J0828.8-2420;41.327;NVSS J082841-241850;;;bcu;1
3FGL J0829.3+0901;30.6796;TXS 0826+091;;;fsrq;0
3FGL J0829.6-1137;58.1809;NVSS J082939-114103;;;bcu;0
3FGL J0829.8-5239;39.9552;;;;;1
3FGL J0830.3-5855;74.4773;PMN J0829-5856;;;bcu;0
3FGL J0830.5-4452;48.7159;;Vela X field;;;0
3FGL J0830.7+2408;145.027;OJ 248;;;FSRQ;0
3FGL J0830.8+2629;56.182;;;;;0
3FGL J0831.9+0430;420.7;PKS 0829+046;;;bll;0
3FGL J0832.6+4914;40.3096;OJ 448;;;bll;0
3FGL J0832.8-4321;46.6553;;;;;1
3FGL J0833.1-4511e;0.0;Vela X;;Vela X;PWN;16
3FGL J0834.1+4223;57.9297;OJ 451;;;fsrq;0
3FGL J0834.5-4825;52.9545;;;;;0
3FGL J0834.6+6101;32.2758;;;;;0
3FGL J0834.7+4403;56.6404;B3 0831+442;;;bll;0
3FGL J0835.3-4510;20.0094;PSR J0835-4510;Vela;Vela Pulsar;PSR;0
3FGL J0835.4+0930;31.8999;GB6 J0835+0936;;;bll;0
3FGL J0836.3+2143;71.0376;MG2 J083615+2138;;;bcu;0
3FGL J0836.5-2020;56.333;PKS 0834-20;;;fsrq;0
3FGL J0838.1-4615;88.5804;;;;spp;1
3FGL J0838.8-2829;42.9359;;;;;0
3FGL J0838.9-4056c;53.5749;;;;;40
3FGL J0839.1-4739;55.4886;;;;spp;0
3FGL J0839.5+0102;157.393;PKS 0837+012;;;fsrq;0
3FGL J0839.6+3538;42.147;FIRST J083943.3+354001;;;bll;0
3FGL J0839.6-4133;47.3542;;;;;2053
3FGL J0839.6+1803;44.3844;TXS 0836+182;;;bll;0
3FGL J0840.8+1315;116.516;3C 207;;;ssrq;0
3FGL J0841.3-3554;78.5151;NVSS J084121-355506;;;bcu;0
3FGL J0841.4+7053;1446.31;S5 0836+71;;;FSRQ;0
3FGL J0842.0-6055;84.4682;PMN J0842-6053;;;bcu;0
3FGL J0843.1-4546;55.3931;;;;spp;1
3FGL J0843.4+6713;55.9727;;;;;0
3FGL J0843.9+5311;44.3404;NVSS J084411+531250;;;bll;0
3FGL J0844.3-4741;49.9229;;;;;0
3FGL J0845.1-5458;43.1769;PMN J0845-5458;;;bcu;0
3FGL J0846.7-0651;48.3979;TXS 0845-068;;;bll;1
3FGL J0846.8-2638;36.6591;;;;;0
3FGL J0846.9-2336;64.8342;PMN J0847-2337;;;bll;0
3FGL J0847.1+1134;44.8964;RX J0847.1+1133;;RBS 0723;bll;0
3FGL J0847.2-6936;51.316;;;;;9
3FGL J0847.4-4327;47.7843;;;;;4
3FGL J0848.2-4524;56.9225;;;;;4
3FGL J0848.5+7018;54.5432;;;;;0
3FGL J0849.1+6607;68.2485;GB6 J0848+6605;;;bll;0
3FGL J0849.3+0458;43.9469;TXS 0846+051;;;bll;0
3FGL J0849.5-2912;49.2717;NVSS J084922-291149;;;bcu;0
3FGL J0849.9-3540;144.413;PMN J0849-3541;;;bcu;0
3FGL J0849.9+5108;985.871;SBS 0846+513;;;NLSY1;0
3FGL J0850.0+4855;381.58;GB6 J0850+4855;;;bll;64
3FGL J0850.2-1214;912.341;PMN J0850-1213;;;fsrq;0
3FGL J0850.2+3500;36.3955;RX J0850.5+3455;;;bll;0
3FGL J0851.4-4244;42.2036;;;;;20
3FGL J0851.8+5531;69.2299;SDSS J085135.93+552834.5;;;bll;0
3FGL J0852.6-5756;148.517;PMN J0852-5755;;;bcu;0
3FGL J0852.7-4631e;93.0719;Vela Jr;;RX J0852.0-4622;SNR;512
3FGL J0853.0-3654;47.6208;NVSS J085310-365820;;;bcu;0
3FGL J0854.2+4408;37.1918;B3 0850+443;;;bll;0
3FGL J0854.4-4404;55.3549;;;;;17
3FGL J0854.8+2006;1059.57;OJ 287;;;BLL;0
3FGL J0854.8-4503;44.9358;;;;;0
3FGL J0855.2-0718;43.2026;PKS 0852-07;;;bcu;0
3FGL J0855.4-4818;33.8377;;;;;0
3FGL J0855.4+7142;76.9857;;;;;0
3FGL J0856.4+6429;46.375;;;;;0
3FGL J0856.5+2057;52.924;TXS 0853+211;;;bll;0
3FGL J0856.7-1105;84.7005;PMN J0856-1105;;;bll;0
3FGL J0857.6-4258;60.6417;;;;;0
3FGL J0858.0-4834;41.9112;;;;;0
3FGL J0858.1-1951;140.022;PKS 0855-19;;;bcu;0
3FGL J0858.1-3130;36.9835;1RXS J085802.6-313043;;;bcu;0
3FGL J0858.6-4357;56.82;;;;;0
3FGL J0859.1+6219;47.4447;1RXS J085930.5+621737;;;bll;0
3FGL J0859.3-4732;38.4577;;;;;16
3FGL J0900.0+6754;46.1823;;;;;256
3FGL J0901.0-6725;38.7455;;;;;0
3FGL J0901.6-4700;55.0985;;;;;0
3FGL J0902.4+2050;101.827;NVSS J090226+205045;;;bll;0
3FGL J0903.0-4826;38.4841;;;;;16
3FGL J0903.1+4649;44.6074;S4 0859+47;;;fsrq;0
3FGL J0903.2-4744;66.2266;;;;;16
3FGL J0904.3+4240;50.7472;S4 0900+42;;;bcu;0
3FGL J0904.8-5734;97.8002;PKS 0903-57;;;bcu;0
3FGL J0904.8-3516;170.593;NVSS J090442-351423;;;bcu;0
3FGL J0904.9+2739;38.2879;GB6 J0905+2748A;;;fsrq;0
3FGL J0905.5+1358;51.4006;MG1 J090534+1358;;;bll;0
3FGL J0905.6-4917;59.5042;;;;;2049
3FGL J0905.8-2127;45.107;;;;;0
3FGL J0906.0-4705;57.0078;;;;;0
3FGL J0906.3-0906;57.0965;PMN J0906-0905;;;bll;0
3FGL J0907.0-4802;40.755;;;;;285
3FGL J0908.4-4916;47.3155;PSR J0908-4913;;;PSR;516
3FGL J0909.0+2310;73.0431;RX J0908.9+2311;;;bll;0
3FGL J0909.1+0121;452.628;PKS 0906+01;;;fsrq;0
3FGL J0909.6+0157;72.2226;PKS 0907+022;;;bll;0
3FGL J0909.8-0229;132.89;PKS 0907-023;;;fsrq;0
3FGL J0910.5+3329;78.1893;Ton 1015;;;bll;0
3FGL J0910.7+3858;30.492;FBQS J091052.0+390202;;;bll;0
3FGL J0910.9+2248;169.879;TXS 0907+230;;;fsrq;0
3FGL J0911.8+3351;39.3722;MG2 J091151+3349;;;bll;0
3FGL J0912.2+4126;90.9207;B3 0908+416B;;;fsrq;256
3FGL J0912.2-6452;47.1558;NGC 2808;;;glc;1
3FGL J0912.4+2800;48.4596;1RXS J091211.9+275955;;;bll;0
3FGL J0912.6-2757;51.3756;PMN J0912-2752;;;bcu;0
3FGL J0912.7+1556;47.7912;SDSS J091230.61+155528.0;;;bll;0
3FGL J0912.9-2104;52.3823;MRC 0910-208;;;bll;0
3FGL J0914.5-4736;71.9251;;;;;4
3FGL J0915.0+5844;46.8096;SDSS J091608.57+584434.0;;;bcu;0
3FGL J0915.8-5110;47.9387;;;;;2309
3FGL J0915.8+2933;56.4005;Ton 0396;;;bll;0
3FGL J0916.3+3857;50.369;S4 0913+39;;;fsrq;0
3FGL J0917.3-0344;44.8663;NVSS J091714-034315;;;bcu;0
3FGL J0918.2-4859;41.229;;;;;268
3FGL J0919.4+6604;47.2602;;;;;0
3FGL J0919.5-2200;37.5227;;;;;0
3FGL J0920.9+4442;2048.55;S4 0917+44;;;fsrq;0
3FGL J0921.0-2258;32.3936;NVSS J092057-225721;;;bcu;0
3FGL J0921.6+2339;58.4919;;;;;0
3FGL J0921.8+6215;187.952;OK 630;;;fsrq;0
3FGL J0922.4-0529;64.0806;TXS 0919-052;;;fsrq;0
3FGL J0922.8-3959;55.5145;PKS 0920-39;;;bcu;8
3FGL J0923.1+3853;74.2334;B2 0920+39;;;bcu;0
3FGL J0923.3+4127;105.024;B3 0920+416;;;fsrq;0
3FGL J0923.8-5154;38.8549;;;;;9
3FGL J0924.0+2816;159.976;B2 0920+28;;;fsrq;0
3FGL J0924.2+0534;49.2472;RBS 0771;;;bll;4
3FGL J0925.6+5959;44.2361;NVSS J092542+595812;;;bll;0
3FGL J0925.7+3129;43.725;B2 0922+31B;;;bll;0
3FGL J0926.3+5409;52.9352;NVSS J092638+541126;;;bll;0
3FGL J0927.9-2037;144.893;PKS 0925-203;;;fsrq;0
3FGL J0928.3-5255;46.6156;;;;;0
3FGL J0928.5+4048;39.8113;1RXS J092837.8+404858;;;bll;0
3FGL J0928.7+7300;40.7449;GB6 J0929+7304;;;bcu;0
3FGL J0928.9-3530;37.5951;NVSS J092849-352947;;;bcu;0
3FGL J0929.4+5013;88.7489;GB6 J0929+5013;;;bll;0
3FGL J0930.0+4951;37.2484;1ES 0927+500;;;bll;0
3FGL J0930.2+8612;91.4501;S5 0916+864;;;bll;0
3FGL J0930.7+5133;32.839;;;;;0
3FGL J0930.9-1904;38.695;PSR J0931-1902;;;PSR;0
3FGL J0931.8+6739;44.0072;;;;;0
3FGL J0933.9-6232;59.2013;;;;;0
3FGL J0934.1+3933;45.5897;GB6 J0934+3926;;;bll;0
3FGL J0935.1-1736;33.4467;;;;;0
3FGL J0935.2+0903;67.3905;;;;;0
3FGL J0936.3-2114;46.8771;;;;;0
3FGL J0937.1-4544c;51.275;;;;;40
3FGL J0937.7+5008;122.128;GB6 J0937+5008;;;fsrq;0
3FGL J0937.8-6407;44.8616;;;;;1
3FGL J0937.9-1435;50.7472;;;;;0
3FGL J0939.2-1732;97.9542;TXS 0936-173;;;bcu;0
3FGL J0939.9-2831;131.703;TXS 0937-282;;;bcu;0
3FGL J0940.6-7609;48.2263;;;;;0
3FGL J0940.7-6102;51.2631;MRC 0939-608;;;bcu;4
3FGL J0940.9-1337;207.409;TXS 0938-133;;;fsrq;0
3FGL J0941.0+6151;52.8791;;;;;0
3FGL J0941.6+2727;42.1324;MG2 J094148+2728;;;fsrq;0
3FGL J0942.1-0756;109.702;PMN J0942-0800;;;bll;0
3FGL J0945.9+5756;63.2297;GB6 J0945+5757;;;bll;0
3FGL J0946.2+0103;32.7848;RXS J094620.5+010459;;;bll;0
3FGL J0946.2+5209;53.3506;;;;;0
3FGL J0946.5+1017;149.801;TXS 0943+105;;;fsrq;0
3FGL J0947.1-2542;48.2803;1RXS J094709.2-254056;;;bcu;0
3FGL J0948.1-3641;50.6869;;;;;0
3FGL J0948.6+4041;66.5434;4C +40.24;;;fsrq;0
3FGL J0948.8-4243;39.9689;;;;;1
3FGL J0948.8+0021;563.762;PMN J0948+0022;;;NLSY1;0
3FGL J0950.1+4554;45.4736;RX J0950.2+4553;;;bll;0
3FGL J0950.4+7550;42.2521;;;;;0
3FGL J0952.8+0711;39.5244;;;;;0
3FGL J0953.0-0839;111.48;PMN J0953-0840;;;bll;0
3FGL J0953.1-7657c;36.8591;1RXS J095306.1-765755;;;bcu;32
3FGL J0953.7-1510;40.2146;;;;;0
3FGL J0954.2+4913;36.0964;1ES 0950+495;;;bll;0
3FGL J0954.8-3948;51.3363;;;;;0
3FGL J0955.4+6940;39.7972;M 82;;M 82;sbg;0
3FGL J0955.6-6148;39.896;PSR J0955-61;;;psr;0
3FGL J0956.6+2515;182.251;OK 290;;;fsrq;64
3FGL J0956.7-6441;51.0741;AT20G J095612-643928;;;bcu;1
3FGL J0957.4+4728;63.1173;OK 492;;;fsrq;0
3FGL J0957.5-1351;214.181;PMN J0957-1350;;;fsrq;0
3FGL J0957.6+5523;42.4358;4C +55.17;;;fsrq;0
3FGL J0958.3-0318;37.6802;1RXS J095806.4-031729;;;bll;0
3FGL J0958.4-6752;41.8883;1RXS J095812.8-675241;;;bcu;0
3FGL J0958.6+6534;230.73;S4 0954+65;;;bll;0
3FGL J0958.6-2447;48.6637;TXS 0956-244;;;bcu;0
3FGL J0959.7+2124;53.7226;RX J0959.4+2123;;;bll;0
3FGL J1001.0+2913;187.464;GB6 J1001+2911;;;bll;0
3FGL J1002.0-2837;34.284;;;;;0
3FGL J1002.3+2220;32.7779;1RXS J100235.8+221609;;;bll;0
3FGL J1002.5-5709;31.5418;;;;;20
3FGL J1003.6+2608;41.2795;PKS 1000+26;;;bcu;0
3FGL J1003.7-5215;55.8272;;;;;0
3FGL J1005.0-4959;42.0107;PMN J1006-5018;;;bcu;9
3FGL J1006.7+3453;27.0715;EXO 1004.0+3509;;;bll;0
3FGL J1006.7-2159;120.984;PKS 1004-217;;;fsrq;0
3FGL J1007.4-3334;48.5612;PKS 1005-333;;;fsrq;0
3FGL J1007.8+0026;33.2087;PKS 1005+007;;;bcu;0
3FGL J1007.9+0621;74.7662;MG1 J100800+0621;;;bll;0
3FGL J1008.6-5706;40.5682;;;;;4
3FGL J1008.9-2910;47.1534;PMN J1008-2912;;;bcu;1
3FGL J1009.0-3137;34.2005;PKS 1006-313;;;bcu;16
3FGL J1010.2-3120;86.2991;1RXS J101015.9-311909;;1RXS J101015.9-311909;bll;0
3FGL J1010.8-7645c;37.3265;;;;;32
3FGL J1010.8-0158;68.1249;PKS 1008-01;;;fsrq;0
3FGL J1012.0-4235;38.5935;PSR J1012-42;;;psr;512
3FGL J1012.2+0631;56.3406;NRAO 350;;;bll;0
3FGL J1012.6+2439;724.486;MG2 J101241+2439;;;fsrq;0
3FGL J1012.7+4229;50.4315;B3 1009+427;;;bll;0
3FGL J1013.4-4008;43.5963;;;;;256
3FGL J1013.5+3440;63.8707;OL 318;;;fsrq;0
3FGL J1013.6-5734;43.7216;;;;;16
3FGL J1014.2+4115;47.5806;GB6 J1014+4112;;;bcu;0
3FGL J1015.0+4925;110.459;1H 1013+498;;1ES 1011+496;bll;0
3FGL J1015.2-4512;45.4848;PMN J1014-4508;;;bcu;1
3FGL J1016.0+0513;334.647;TXS 1013+054;;;fsrq;0
3FGL J1016.0-0635;49.4858;NVSS J101626-063624;;;bcu;0
3FGL J1016.1+5555;67.3788;TXS 1012+560;;;bcu;0
3FGL J1016.3-5858;46.6231;PSR J1016-5857;;HESS J1018-589;PSR;16
3FGL J1016.5-6034;49.543;;;;;0
3FGL J1016.6-4244;51.1024;;;;;0
3FGL J1016.9-2653;44.0033;;;;;0
3FGL J1018.1+1904;67.4687;NVSS J101808+190614;;;bll;0
3FGL J1018.2-6254;33.8016;;;;;1
3FGL J1018.3+3542;87.6121;B2 1015+35B;;;fsrq;0
3FGL J1018.4-3119;64.138;PKS 1016-311;;;fsrq;0
3FGL J1018.5+0530;60.6752;TXS 1015+057;;;fsrq;16
3FGL J1018.8+5913;55.9357;TXS 1015+594;;;bll;0
3FGL J1018.9-5856;42.2904;1FGL J1018.6-5856;;HESS J1018-589;HMB;0
3FGL J1020.0-5749;63.6988;PSR J1019-5749;;;PSR;20
3FGL J1020.0+6323;39.3927;GB6 J1019+6319;;;bll;0
3FGL J1021.8+8023;34.6947;NVSS J102201+802350;;;bcu;0
3FGL J1021.9-5815c;39.6523;;;;;49
3FGL J1022.3-4234;44.2513;PMN J1022-4232;;;bcu;0
3FGL J1022.8-0113;43.4744;RX J1022.7-0112;;;bll;0
3FGL J1023.1+3952;101.835;4C +40.25;;;fsrq;0
3FGL J1023.1-5745;53.6604;LAT PSR J1023-5746;;Westerlund 2;PSR;0
3FGL J1023.7+3000;39.4004;RX J1023.6+3001;;;bll;0
3FGL J1023.9-4335;52.6705;RX J1023.9-4336;;;bll;0
3FGL J1024.1-3232;287.875;PKS 1021-323;;;fsrq;0
3FGL J1024.3-5757;32.9019;;;Westerlund 2;;16
3FGL J1024.4-4545;38.7732;;;;;0
3FGL J1024.6-0718;49.4687;PSR J1024-0719;;;PSR;2048
3FGL J1024.8+0105;40.7852;PMN J1024+0056;;;bcu;0
3FGL J1025.1+2333;46.9118;MG2 J102456+2332;;;bll;0
3FGL J1025.1-6507;52.904;;;;;4
3FGL J1025.7-5659c;44.3385;;;;;48
3FGL J1025.9-5930;44.563;;;;;0
3FGL J1026.2-5730;50.4189;;;;;16
3FGL J1026.4-8542;41.6962;PKS 1029-85;;;bll;0
3FGL J1026.5+7423;46.4332;GB6 J1027+7428;;;bcu;16
3FGL J1026.9-1750;152.303;1RXS J102658.5-174905;;;bll;0
3FGL J1027.0+0609;46.0725;NVSS J102703+060934;;;bll;0
3FGL J1027.7+6316;31.1949;RX J1027.4+6317;;;bll;0
3FGL J1027.8+8253;41.7944;;;;;0
3FGL J1028.0+1829;46.8739;GB6 J1027+1831;;;bcu;0
3FGL J1028.3-7419;34.4225;;;;;0
3FGL J1028.4-5819;71.0838;PSR J1028-5819;;;PSR;0
3FGL J1028.5-0235;84.3351;PMN J1028-0237;;;fsrq;0
3FGL J1030.0-5809;50.1325;;;;;16
3FGL J1030.4-2030;52.6329;NVSS J103040-203032;;;bcu;0
3FGL J1031.0+7440;44.1616;S5 1027+74;;;bcu;0
3FGL J1031.2+5053;47.4802;1ES 1028+511;;;bll;0
3FGL J1031.4-5855;40.8409;;;;;0
3FGL J1031.6+6021;116.626;TXS 1028+605;;;fsrq;0
3FGL J1032.5+6623;49.7503;SDSS J103239.06+662323.2;;;bll;0
3FGL J1032.7+3735;44.2672;B3 1029+378;;;bll;0
3FGL J1033.0-5945;38.3102;;;;;0
3FGL J1033.2+4116;112.042;S4 1030+41;;;fsrq;0
3FGL J1033.4-5035;46.5636;;;;;0
3FGL J1033.8+6051;1373.46;S4 1030+61;;;FSRQ;0
3FGL J1034.0-5731c;57.4041;;;;;304
3FGL J1035.2+5545;67.8282;GB6 J1035+5542;;;bcu;0
3FGL J1035.7-6720;47.0123;;;;;0
3FGL J1036.0-8317;42.3851;PSR J1036-83;;;psr;0
3FGL J1036.4-4348;40.1633;;;;;0
3FGL J1037.0-2934;85.7863;PKS 1034-293;;;fsrq;16
3FGL J1037.2-6052;41.2709;;;;;281
3FGL J1037.4-3742;32.669;PKS 1034-374;;;fsrq;0
3FGL J1037.5-2821;86.3684;PKS B1035-281;;;fsrq;0
3FGL J1037.5+5711;135.361;GB6 J1037+5711;;;bll;0
3FGL J1037.9-5843;38.8764;;;;;4
3FGL J1038.0-2425;59.0823;;;;;0
3FGL J1038.9-5311;914.669;MRC 1036-529;;;bcu;0
3FGL J1039.1-5809;37.4643;;;;;273
3FGL J1039.5+7324;62.3911;;;;;0
3FGL J1040.4+0615;124.921;GB6 J1040+0617;;;bcu;0
3FGL J1040.5-5926c;35.2044;;;;;565
3FGL J1040.8+1342;35.6385;1RXS J104057.7+134216;;;bcu;0
3FGL J1040.9-1205;61.1265;NVSS J104108-120332;;;bcu;0
3FGL J1041.8+3901;29.1048;B3 1038+392;;;bll;0
3FGL J1042.0-0557;41.4789;PMN J1042-0558;;;bcu;0
3FGL J1042.1-4126;44.6105;1RXS J104204.1-412936;;;bcu;0
3FGL J1043.1+2407;51.7787;B2 1040+24A;;;fsrq;0
3FGL J1043.6-5930;35.6839;;;;;16
3FGL J1043.8-5851;37.3594;;;;;24
3FGL J1044.4+8058;104.593;S5 1039+81;;;fsrq;16
3FGL J1044.5-5737;60.0413;LAT PSR J1044-5737;;;PSR;0
3FGL J1045.1-5941;57.4976;Eta Carinae;;;BIN;0
3FGL J1045.3-6414;46.9161;;;;;17
3FGL J1045.5-2335;42.316;;;;;0
3FGL J1045.7-2926;366.175;PKS B1043-291;;;fsrq;0
3FGL J1046.9-2531;34.7652;NVSS J104651-253547;;;bll;0
3FGL J1047.3-6005;49.038;;;;;84
3FGL J1047.6+7240;88.8295;GB6 J1047+7238;;;bll;0
3FGL J1047.8-6216;88.3784;PMN J1047-6217;;;bcu;4
3FGL J1047.8-3737;46.5198;;;;;0
3FGL J1048.2-5928;65.7791;;;;;20
3FGL J1048.2-5832;56.6477;PSR J1048-5832;;;PSR;0
3FGL J1048.4+7144;164.429;S5 1044+71;;;FSRQ;0
3FGL J1048.6+2338;49.6983;NVSS J104900+233821;;;bll;0
3FGL J1048.8-5006;38.7293;;;;;0
3FGL J1049.7+1548;58.3906;;;;;0
3FGL J1049.8+1425;85.5509;MG1 J104945+1429;;;bcu;0
3FGL J1050.4+0435;371.271;;;;;0
3FGL J1050.6-6112;28.7887;;;;;529
3FGL J1051.0+5332;51.9358;;;;;0
3FGL J1051.4+3941;40.4116;RBS 0909;;;bll;0
3FGL J1051.5-6517;48.0656;PKS 1049-650;;;bcu;0
3FGL J1051.8+0105;32.074;NVSS J105151+010312;;;bll;0
3FGL J1052.0+0816;36.6082;;;;;0
3FGL J1052.8-3741;35.3967;PMN J1053-3743;;;bcu;0
3FGL J1053.7+4929;60.7583;GB6 J1053+4930;;;bll;0
3FGL J1054.2-3123;60.4632;;;;;1
3FGL J1054.5+2210;83.9178;87GB 105148.6+222705;;;bll;0
3FGL J1054.7-6006;41.3414;;;;;16
3FGL J1055.8-6025;53.3005;PSR J1055-6028;;;PSR;0
3FGL J1056.7-5853;35.7102;;;;;0
3FGL J1057.3-2341;66.0479;PKS B1054-234;;;fsrq;512
3FGL J1057.6-4051;37.8729;;;;;0
3FGL J1057.6-2754;45.1619;RX J1057.8-2753;;;bll;0
3FGL J1057.7-6624;29.8981;;;;;4
3FGL J1057.9-5227;34.9474;PSR J1057-5226;;;PSR;0
3FGL J1058.1+7010;74.9079;S5 1053+70;;;fsrq;0
3FGL J1058.4+8112;160.224;S5 1053+81;;;fsrq;0
3FGL J1058.5+0133;494.41;4C +01.28;;;BLL;0
3FGL J1058.5-8003;301.281;PKS 1057-79;;;bll;0
3FGL J1058.5-6106c;43.9925;;;;;48
3FGL J1058.6+5627;179.471;TXS 1055+567;;;BLL;0
3FGL J1059.2-1133;142.094;PKS B1056-113;;;bll;0
3FGL J1059.3+0224;52.376;;;;;0
3FGL J1059.9+2056;55.8605;MG2 J105938+2057;;;fsrq;0
3FGL J1100.2-2044;48.1442;;;;;0
3FGL J1100.5+4020;52.9723;RX J1100.3+4019;;;bll;0
